"id","country_code","name"
"TRA127","TR","Gaziantep"
"TRA134","TR","Istanbul"
"CLA110","CL","Los Lagos"
"GBA1E06000019","GB","Herefordshire, County of"
"ECA112","EC","Los Rios"
"GBA1E06000021","GB","Stoke-on-Trent"
"ROA124","RO","Maramures"
"SKA12","SK","Trnavsky"
"KRA111","KR","Seoul"
"GBA1E06000047","GB","County Durham"
"KRA146","KR","Jeollanam-do"
"ARA110","AR","Catamarca"
"GBA1E10000023","GB","North Yorkshire"
"CZA152","CZ","Kralovehradecky kraj"
"IDA133","ID","Jawa Tengah"
"ARA182","AR","Santa Fe"
"GBA1E06000055","GB","Bedford"
"PYA111","PY","Central"
"GBA1E10000020","GB","Norfolk"
"TRA168","TR","Aksaray"
"AEA102","AE","Ajman"
"IDA173","ID","Sulawesi Selatan"
"TRA111","TR","Bilecik"
"JPA144","JP","Oita"
"IDA163","ID","Kalimantan Selatan"
"JPA105","JP","Akita"
"ROA132","RO","Sibiu"
"CHA102","CH","Bern / Berne"
"NZA109","NZ","Wellington Region"
"CWA101","CW","Curacao"
"SEA122","SE","Vasternorrlands"
"CLA107","CL","Maule"
"BAA12","BA","Federacija Bosne i Hercegovine"
"ROA101","RO","Alba"
"NLA103","NL","West-Nederland"
"THA190","TH","Songkhla"
"MUA107","MU","Port Louis"
"MAA111","MA","Doukala - Abda"
"SNA108","SN","St Louis"
"ROA121","RO","Ialomita"
"RUA18","RU","Severo-Kavkazskiy (SKFO)"
"TRA167","TR","Zonguldak"
"TRA151","TR","Nigde"
"USA104","US","Arizona"
"ALA111","AL","Tirane"
"MXA112","MX","Guerrero"
"LVA105","LV","Zemgale Region"
"KRA131","KR","Ulsan"
"JPA122","JP","Shizuoka"
"FRA124","FR","Centre-Val de Loire"
"ARA174","AR","San Luis"
"MXA117","MX","Morelos"
"UAA126","UA","Ivano-Frankivs'ka oblast'"
"ITA101","IT","Piemonte"
"VEA120","VE","Tachira"
"AUA13","AU","Queensland"
"MXA130","MX","Veracruz de Ignacio de la Llave"
"ROA104","RO","Bacau"
"BRA123","BR","Ceara"
"GRA1122","GR","Ipeiros"
"GBA1E06000018","GB","Nottingham"
"GBA1E10000024","GB","Nottinghamshire"
"UAA107","UA","Volyns'ka oblast'"
"BRA116","BR","Amapa"
"MYA101","MY","Johor"
"DEA105","DE","Nordrhein-Westfalen"
"GBA1E06000023","GB","Bristol, City of"
"INA118","IN","ASSAM"
"MXA118","MX","Nayarit"
"ARA138","AR","Jujuy"
"GBA1S12000015","GB","Fife"
"PHA106","PH","Western Visayas"
"UAA168","UA","Khmel'nyts'ka oblast'"
"GBA1E06000001","GB","Hartlepool"
"ARA118","AR","Corrientes"
"TRA106","TR","Ankara"
"MXA114","MX","Jalisco"
"DKA1081","DK","Region Nordjylland"
"THA174","TH","Samut Sakhon"
"ROA130","RO","Satu Mare"
"MKA1004","MK","Jugoistochen"
"JPA132","JP","Shimane"
"PRA172025","PR","Caguas"
"ROA120","RO","Hunedoara"
"PLA128","PL","Warminsko-Mazurskie"
"THA111","TH","Samut Prakarn"
"MXA116","MX","Michoacan de Ocampo"
"NZA106","NZ","Hawke's Bay Region"
"ESA114","ES","Murcia, Region de"
"INA102","IN","HIMACHAL PRADESH"
"BDA13","BD","Dhaka"
"NLA102","NL","Oost-Nederland"
"ARA170","AR","San Juan"
"UAA185","UA","Misto Sevastopol'"
"UAA165","UA","Khersons'ka oblast'"
"GHA105","GH","Greater Accra Region"
"HNA108","HN","Francisco Morazan"
"MYA113","MY","Sarawak"
"JPA135","JP","Yamaguchi"
"CLA109","CL","La Araucania"
"BRA113","BR","Amazonas"
"SKA16","SK","Banskobystricky"
"MXA132","MX","Zacatecas"
"MLA15","ML","Koulikoro"
"KSA12","KS","Gjilan/Gnjilane"
"UAA121","UA","Zakarpats'ka oblast'"
"BRA142","BR","Santa Catarina"
"GBA1E06000036","GB","Bracknell Forest"
"ZAA1EC","ZA","Eastern Cape"
"ARA150","AR","Mendoza"
"KZA119","KZ","Almaty o."
"IDA161","ID","Kalimantan Barat"
"GBA1E10000013","GB","Gloucestershire"
"AEA106","AE","Sharjah"
"SEA112","SE","Skane"
"MKA1002","MK","Istochen"
"TRA164","TR","Usak"
"GBA1E06000014","GB","York"
"CAA147","CA","Saskatchewan"
"KZA131","KZ","Zhambyl o."
"IDA114","ID","Riau"
"ARA122","AR","Chaco"
"KZA143","KZ","Kyzylorda o."
"BRA151","BR","Mato Grosso"
"GBA1E06000031","GB","Peterborough"
"AUA12","AU","Victoria"
"USA137","US","North Carolina"
"TRA160","TR","Tokat"
"ECA110","EC","Imbabura"
"JPA136","JP","Tokushima"
"SKA13","SK","Trenciansky"
"PTA117","PT","Lisboa"
"GEA103","GE","Autonomous Republic of Adjara"
"UAA114","UA","Donets'ka oblast'"
"HRA131","HR","Primorje-Gorski kotar"
"JPA133","JP","Okayama"
"CLA108","CL","Bio-Bio"
"ARA142","AR","La Pampa"
"IDA118","ID","Lampung"
"NZA104","NZ","Bay of Plenty Region"
"TRA170","TR","Karaman"
"PHA107","PH","Central Visayas"
"MXA105","MX","Coahuila de Zaragoza"
"THA141","TH","Udon Thani"
"NLA101","NL","Noord-Nederland"
"HRA114","HR","Varazdin"
"PRA172021","PR","Bayamon"
"SEA120","SE","Dalarnas"
"THA146","TH","Kalasin"
"ARA126","AR","Chubut"
"PEA123","PE","Tacna"
"BOA107","BO","Santa Cruz"
"TRA120","TR","Denizli"
"GBA1E06000049","GB","Cheshire East"
"TRA161","TR","Trabzon"
"MXA123","MX","Quintana Roo"
"ARA166","AR","Salta"
"DEA104","DE","Bremen"
"UAA180","UA","Misto Kyiv"
"CLA101","CL","Tarapaca"
"TRA102","TR","Adiyaman"
"ROA127","RO","Neamt"
"DEA113","DE","Mecklenburg-Vorpommern"
"PLA124","PL","Slaskie"
"ARA146","AR","La Rioja"
"TRA146","TR","Kahramanmaras"
"PHA105","PH","Bicol Region"
"TRA177","TR","Yalova"
"IDA135","ID","Jawa Timur"
"MAA107","MA","Marrakech - Tensift - Al Haouz"
"USA115","US","Hawaii"
"GBA1E11000006","GB","West Yorkshire"
"NIA170","NI","Granada"
"MAA106","MA","Chaouia - Ourdigha"
"ZAA1FS","ZA","Free State"
"AFA101","AF","Kabul"
"JPA104","JP","Miyagi"
"TRA118","TR","Cankiri"
"INA104","IN","CHANDIGARH"
"TRA117","TR","Canakkale"
"USA116","US","Idaho"
"ITA106","IT","Friuli-Venezia Giulia"
"IDA132","ID","Jawa Barat"
"SNA101","SN","Dakar"
"GBA1E06000032","GB","Luton"
"INA122","IN","CHHATISGARH"
"PHA114","PH","Cordillera Administrative Region  (CAR)"
"INA105","IN","UTTARANCHAL"
"CAA111","CA","Prince Edward Island / Ile-du-Prince-Edouard"
"THA184","TH","Surat Thani"
"USA113","US","Georgia"
"BEA101000","BE","Region de Bruxelles-Capitale"
"AUA11","AU","New South Wales"
"THA130","TH","Nakhon Ratchasima"
"TRA105","TR","Amasya"
"GBA1E06000010","GB","Kingston upon Hull, City of"
"LVA102","LV","Kurzeme Region"
"USA132","US","Nevada"
"SEA121","SE","Gavleborgs"
"BOA104","BO","Oruro"
"CYA13","CY","Eparchia Ammochostou"
"MXA131","MX","Yucatan"
"GRA1351","GR","Attiki"
"CAA112","CA","Nova Scotia / Nouvelle-Ecosse"
"KZA175","KZ","Almaty k."
"KRA126","KR","Busan"
"GBA1E10000015","GB","Hertfordshire"
"LTA105","LT","Panevezio apskritis"
"KZA139","KZ","Kostanay o."
"JPA108","JP","Ibaraki"
"BYA14","BY","Grodnenskaya"
"TRA128","TR","Giresun"
"ROA116","RO","Dolj"
"GBA1E06000026","GB","Plymouth"
"HUA17","HU","Del-Alfold"
"VNA130","VN","Tinh Hai Duong"
"MRA113","MR","Nouakchott"
"GEA101","GE","Tbilisi"
"PHA111","PH","Davao Region"
"DEA116","DE","Thueringen"
"ROA111","RO","Caras-Severin"
"JPA145","JP","Miyazaki"
"TRA144","TR","Malatya"
"DKA1084","DK","Region Hovedstaden"
"LTA102","LT","Kauno apskritis"
"CAA146","CA","Manitoba"
"FRA127","FR","Bourgogne-Franche-Comte"
"USA154","US","West Virginia"
"JPA117","JP","Ishikawa"
"KWA101","KW","Capital"
"MAA105","MA","Gharb - Chrarda - Beni Hssen"
"AEA101","AE","Abu Dhabi"
"KHA117","KH","Siem Reap"
"JPA143","JP","Kumamoto"
"KRA130","KR","Daejeon"
"QAA11","QA","Doha"
"UAA159","UA","Sums'ka oblast'"
"ESA103","ES","Asturias, Principado de"
"CLA112","CL","Magallanes"
"VNA146","VN","Tinh Thua Thien Hue"
"KSA16","KS","Prishtina/Pristina"
"ILA16","IL","Southern"
"VNA164","VN","Tinh Gia Lai"
"TRA135","TR","Izmir"
"FRA152","FR","Pays de la Loire"
"ROA103","RO","Arges"
"KRA129","KR","Gwangju"
